ad_set,day,impressions,reach,spend,clicks,funnel,cta,brand,CTR,CPC,month,quarter,week,day_of_week,is_weekend,holiday
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-19,182629,173635,195621,124,session,lp,ibox,0.0006789721238138521,1577.5887096774193,2,1,8,2,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-20,179064,171633,197272,115,session,lp,ibox,0.0006422284769691284,1715.408695652174,2,1,8,3,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-21,173938,166866,193603,113,session,lp,ibox,0.0006496567742528947,1713.3008849557523,2,1,8,4,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-22,178051,170312,199394,123,session,lp,ibox,0.0006908133062998804,1621.0894308943089,2,1,8,5,1,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-23,184618,175280,195740,142,session,lp,ibox,0.0007691557702932542,1378.4507042253522,2,1,8,6,1,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-24,175351,168949,191374,120,session,lp,ibox,0.0006843416918067191,1594.7833333333333,2,1,9,0,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-25,161993,154801,189963,101,session,lp,ibox,0.0006234837307784904,1880.8217821782177,2,1,9,1,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-26,154146,150197,188491,110,session,lp,ibox,0.0007136091757165285,1713.5545454545454,2,1,9,2,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-27,149262,141777,184532,92,session,lp,ibox,0.0006163658533317254,2005.7826086956522,2,1,9,3,0,0
0411/ibox-ads/meta-sessions/image/awareness/macbook/jan25/apple/core/plp,2025-02-28,136373,132714,167195,118,session,lp,ibox,0.0008652739178576404,1416.906779661017,2,1,9,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-13,12458,11341,106588,170,session,lp,ibox,0.013645850056188794,626.9882352941177,2,1,7,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-14,77875,59629,713219,1050,session,lp,ibox,0.01348314606741573,679.2561904761905,2,1,7,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-15,81115,65810,745046,892,session,lp,ibox,0.010996733033347717,835.2533632286995,2,1,7,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-16,86755,70868,802008,936,session,lp,ibox,0.010789003515647513,856.8461538461538,2,1,7,6,1,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-17,78859,67008,794211,886,session,lp,ibox,0.011235242648270964,896.4006772009029,2,1,8,0,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-18,70920,59580,758708,748,session,lp,ibox,0.010547095318668922,1014.3155080213904,2,1,8,1,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-19,79135,65524,762585,820,session,lp,ibox,0.01036203955266317,929.9817073170732,2,1,8,2,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-20,73334,60488,780313,790,session,lp,ibox,0.010772629339733275,987.7379746835443,2,1,8,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-21,60273,49752,770146,705,session,lp,ibox,0.011696779652580758,1092.4056737588653,2,1,8,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-02-22,30864,26871,336171,325,session,lp,ibox,0.010530067392431312,1034.3723076923077,2,1,8,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-03-12,36471,30439,462249,373,session,lp,ibox,0.010227303885278715,1239.2734584450402,3,1,11,2,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-03-13,77462,58338,1080336,886,session,lp,ibox,0.011437866308641657,1219.3408577878104,3,1,11,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-03-14,77227,61035,1104532,669,session,lp,ibox,0.008662773382366271,1651.0194319880418,3,1,11,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-03-15,92027,68564,1179007,859,session,lp,ibox,0.009334217131928673,1372.5343422584401,3,1,11,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/ipad/jan25/apple/core/plp,2025-03-16,71466,56751,1071534,811,session,lp,ibox,0.01134805361990317,1321.2503082614057,3,1,11,6,1,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-13,9015,8373,92442,203,session,lp,ibox,0.02251802551303383,455.37931034482756,2,1,7,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-14,56986,40771,562246,933,session,lp,ibox,0.01637244235426245,602.6216505894962,2,1,7,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-15,77276,62568,632203,882,session,lp,ibox,0.01141363424607899,716.7834467120182,2,1,7,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-16,86378,72660,677195,890,session,lp,ibox,0.010303549514922782,760.8932584269663,2,1,7,6,1,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-17,81691,67537,667364,768,session,lp,ibox,0.00940128043480922,868.9635416666666,2,1,8,0,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-18,78159,64935,657484,723,session,lp,ibox,0.009250374237132,909.3831258644536,2,1,8,1,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-19,79602,68293,655457,758,session,lp,ibox,0.009522373809703274,864.7189973614776,2,1,8,2,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-20,79323,66358,658976,704,session,lp,ibox,0.008875105580979035,936.0454545454545,2,1,8,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-21,74362,62120,665429,694,session,lp,ibox,0.00933272370296657,958.8314121037464,2,1,8,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-02-22,28982,26438,268139,267,session,lp,ibox,0.009212614726381893,1004.2659176029963,2,1,8,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-03-12,38917,33337,393232,421,session,lp,ibox,0.01081789449340905,934.0427553444181,3,1,11,2,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-03-13,75877,53122,879876,715,session,lp,ibox,0.009423145353664484,1230.5958041958042,3,1,11,3,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-03-14,102670,72682,1000624,691,session,lp,ibox,0.006730300964254407,1448.081041968162,3,1,11,4,0,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-03-15,85825,61754,1000828,780,session,lp,ibox,0.009088260996213224,1283.1128205128205,3,1,11,5,1,0
0411/ibox-ads/meta-sessions/image/conversions/macbook/jan25/apple/core/plp,2025-03-16,74570,53911,908500,685,session,lp,ibox,0.009185999731795628,1326.2773722627737,3,1,11,6,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-14,42379,39307,208123,213,session,pdp,ibox,0.005026074234880483,977.1032863849765,2,1,7,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-15,319919,259489,1319762,1454,session,pdp,ibox,0.004544900427920818,907.6767537826685,2,1,7,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-16,364321,290395,1373761,1325,session,pdp,ibox,0.003636902621589203,1036.8007547169811,2,1,7,6,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-17,364075,278291,1411342,1379,session,pdp,ibox,0.0037876811096614706,1023.4532269760696,2,1,8,0,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-18,345116,257875,1382317,1230,session,pdp,ibox,0.0035640190544628473,1123.8349593495934,2,1,8,1,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-19,363222,272091,1404995,1288,session,pdp,ibox,0.003546040713392911,1090.8346273291925,2,1,8,2,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-20,360425,265249,1378571,1137,session,pdp,ibox,0.0031546091419851563,1212.4635004397537,2,1,8,3,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-21,342948,256757,1432288,1122,session,pdp,ibox,0.0032716330172504284,1276.549019607843,2,1,8,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-erad/pdp,2025-02-22,134127,115027,584031,465,session,pdp,ibox,0.0034668634950457402,1255.9806451612903,2,1,8,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-14,10374,10002,52893,53,session,pdp,ibox,0.005108926161557741,997.9811320754717,2,1,7,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-15,80713,72582,331869,368,session,pdp,ibox,0.00455936466244595,901.8179347826087,2,1,7,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-16,86429,75525,344946,360,session,pdp,ibox,0.004165268601973874,958.1833333333333,2,1,7,6,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-17,84941,72188,353305,335,session,pdp,ibox,0.003943914010901685,1054.641791044776,2,1,8,0,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-18,79247,69551,348485,330,session,pdp,ibox,0.004164195490050097,1056.0151515151515,2,1,8,1,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-19,85140,72899,352958,333,session,pdp,ibox,0.003911205073995771,1059.933933933934,2,1,8,2,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-20,83518,72157,342833,318,session,pdp,ibox,0.0038075624416293494,1078.0911949685535,2,1,8,3,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-21,79649,69714,357665,290,session,pdp,ibox,0.0036409747768333563,1233.3275862068965,2,1,8,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/airpods-phd/pdp,2025-02-22,30812,28627,141147,126,session,pdp,ibox,0.004089315850967156,1120.2142857142858,2,1,8,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-14,113989,102325,786399,1075,session,pdp,ibox,0.009430734544561318,731.533953488372,2,1,7,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-15,766585,604940,5351662,6939,session,pdp,ibox,0.0090518337822942,771.2439832828937,2,1,7,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-16,805896,676109,5446831,6544,session,pdp,ibox,0.008120154461617877,832.3397004889976,2,1,7,6,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-17,871042,740579,5395180,6122,session,pdp,ibox,0.007028363729877549,881.2773603397583,2,1,8,0,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-18,811220,699716,5376656,5696,session,pdp,ibox,0.007021523137989694,943.935393258427,2,1,8,1,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-19,829254,728072,5635203,5721,session,pdp,ibox,0.006898971846985362,985.0031463030939,2,1,8,2,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-20,777127,661723,5394209,5018,session,pdp,ibox,0.006457117047792703,1074.971901155839,2,1,8,3,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-21,756372,640320,5606639,4961,session,pdp,ibox,0.00655894189631557,1130.1429147349324,2,1,8,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-erad/pdp,2025-02-22,326276,303555,2323721,2011,session,pdp,ibox,0.006163493484044183,1155.505221282944,2,1,8,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-14,11461,10788,93795,175,session,pdp,ibox,0.015269173719570718,535.9714285714285,2,1,7,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-15,72158,59024,559624,809,session,pdp,ibox,0.011211508079492226,691.7478368355995,2,1,7,5,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-16,90454,78530,614581,732,session,pdp,ibox,0.008092511110619762,839.5915300546449,2,1,7,6,1,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-17,94628,83593,613819,735,session,pdp,ibox,0.007767257048653675,835.1278911564626,2,1,8,0,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-18,97847,87388,596358,681,session,pdp,ibox,0.006959845473034431,875.7092511013216,2,1,8,1,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-19,102643,90886,608685,651,session,pdp,ibox,0.0063423711310074725,935.0,2,1,8,2,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-20,99008,87962,609337,650,session,pdp,ibox,0.006565126050420168,937.4415384615385,2,1,8,3,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-21,98568,89496,632558,582,session,pdp,ibox,0.005904553201850499,1086.8694158075602,2,1,8,4,0,0
0412/ibox-ads/meta-sessions/image/conversions/promo-non-iphone/feb25/apple/watch-phd/pdp,2025-02-22,39160,36635,263056,251,session,pdp,ibox,0.006409601634320736,1048.03187250996,2,1,8,5,1,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-20,5571,4929,105895,57,session,pdp,eraspace,0.010231556273559504,1857.8070175438597,3,1,12,3,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-21,6167,5711,94133,69,session,pdp,eraspace,0.011188584400843197,1364.2463768115942,3,1,12,4,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-22,6878,6263,112526,56,session,pdp,eraspace,0.008141901715615005,2009.392857142857,3,1,12,5,1,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-23,2617,2436,41300,30,session,pdp,eraspace,0.01146350783339702,1376.6666666666667,3,1,12,6,1,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-24,1058,996,14619,18,session,pdp,eraspace,0.017013232514177693,812.1666666666666,3,1,13,0,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-20,2213,2131,48419,28,session,pdp,samsung,0.012652507907817443,1729.25,3,1,12,3,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-samsung-galaxy-s24-fe/mar25/pdp/,2025-03-20,1773,1641,40226,23,session,pdp,samsung,0.012972363226170333,1748.9565217391305,3,1,12,3,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-samsung-galaxy-s24-fe/mar25/pdp/,2025-03-22,1655,1453,39756,33,session,pdp,samsung,0.019939577039274924,1204.7272727272727,3,1,12,5,1,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-samsung-galaxy-s24-fe/mar25/pdp/,2025-03-23,3957,3565,82599,46,session,pdp,samsung,0.011624968410411928,1795.6304347826087,3,1,12,6,1,0
0437/myeraspace-ads/ig-feeds-session/conversion/diskonvaganza-samsung-galaxy-s24-fe/mar25/pdp/,2025-03-24,1581,1480,30170,24,session,pdp,samsung,0.015180265654648957,1257.0833333333333,3,1,13,0,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/ur-smartwatch-igf/mar25/plp,2025-03-18,7831,7361,129650,288,session,lp,eraspace,0.03677691227174052,450.1736111111111,3,1,12,1,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/ur-smartwatch-igf/mar25/plp,2025-03-19,7499,7118,116864,210,session,lp,eraspace,0.02800373383117749,556.495238095238,3,1,12,2,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/ur-smartwatch-igf/mar25/plp,2025-03-20,8868,8412,122090,212,session,lp,eraspace,0.02390617952187641,575.8962264150944,3,1,12,3,0,0
0437/myeraspace-ads/ig-feeds-session/conversion/ur-smartwatch-igf/mar25/plp,2025-03-21,8259,7718,118523,235,session,lp,eraspace,0.02845380796706623,504.3531914893617,3,1,12,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-04-30,10865,8790,129493,162,session,pdp,eraspace,0.014910262310170272,799.3395061728395,4,2,18,2,0,0
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-05-01,15847,11288,152224,247,session,pdp,eraspace,0.015586546349466776,616.2914979757085,5,2,18,3,0,1
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-05-02,13444,10552,125093,167,session,pdp,eraspace,0.012421898244570068,749.0598802395209,5,2,18,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-05-03,17416,13740,160862,235,session,pdp,eraspace,0.013493339457969683,684.5191489361703,5,2,18,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-05-04,18443,13996,167704,271,session,pdp,eraspace,0.014693921813154043,618.8339483394834,5,2,18,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/aon-garmin-forerunner-165/apr25/pdp/engage,2025-05-05,19877,15240,175762,288,session,pdp,eraspace,0.01448910801428787,610.2847222222222,5,2,19,0,0,1
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-04-30,4449,3905,63038,112,session,pdp,eraspace,0.025174196448640145,562.8392857142857,4,2,18,2,0,0
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-05-01,10657,8897,131413,250,session,pdp,eraspace,0.023458759500797597,525.652,5,2,18,3,0,1
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-05-02,10616,8886,128874,217,session,pdp,eraspace,0.020440844009042954,593.889400921659,5,2,18,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-05-03,8582,7279,104236,167,session,pdp,eraspace,0.019459333488697272,624.1676646706587,5,2,18,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-05-04,8398,7229,92254,172,session,pdp,eraspace,0.020481066920695404,536.3604651162791,5,2,18,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/aon/apr25/pdp/broad-city,2025-05-05,5678,5204,64060,96,session,pdp,eraspace,0.016907361747094046,667.2916666666666,5,2,19,0,0,1
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-20,17591,14721,230521,184,session,pdp,eraspace,0.01045989426411233,1252.8315217391305,3,1,12,3,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-21,56728,47380,544295,388,session,pdp,eraspace,0.006839655901847412,1402.8221649484535,3,1,12,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-22,48582,43394,477018,322,session,pdp,eraspace,0.0066279692067020704,1481.4223602484471,3,1,12,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-23,57814,48911,535772,347,session,pdp,eraspace,0.006002006434427647,1544.0115273775216,3,1,12,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-garmin-forerunner-265-music/mar25/pdp/,2025-03-24,64106,55604,555240,359,session,pdp,eraspace,0.005600099834648863,1546.6295264623955,3,1,13,0,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-19,16371,13275,186007,445,session,lp,samsung,0.027182212448842464,417.9932584269663,4,2,16,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-20,21502,16757,252982,411,session,lp,samsung,0.019114500976653334,615.5279805352798,4,2,16,6,1,1
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-21,33829,26880,300972,1436,session,lp,samsung,0.042448786544089394,209.59052924791087,4,2,17,0,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-22,15922,12307,99727,1221,session,lp,samsung,0.07668634593644015,81.67649467649467,4,2,17,1,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-23,37346,32050,306620,1036,session,lp,samsung,0.0277405880147807,295.96525096525096,4,2,17,2,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-main-poco-samsung-garmin/apr25/lp,2025-04-24,27535,23229,351215,310,session,lp,samsung,0.011258398402033775,1132.9516129032259,4,2,17,3,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-20,1165,1109,20015,17,session,pdp,samsung,0.014592274678111588,1177.3529411764705,3,1,12,3,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-21,1571,1463,20707,20,session,pdp,samsung,0.012730744748567792,1035.35,3,1,12,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-22,3472,3316,43689,34,session,pdp,samsung,0.009792626728110598,1284.9705882352941,3,1,12,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-23,5999,5636,67507,54,session,pdp,samsung,0.009001500250041674,1250.1296296296296,3,1,12,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/diskonvaganza-samsung-galaxy-buds-3/mar25/pdp/,2025-03-24,4722,4429,53507,45,session,pdp,samsung,0.009529860228716646,1189.0444444444445,3,1,13,0,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-04-29,1010,970,12539,46,session,pdp,eraspace,0.04554455445544554,272.5869565217391,4,2,18,1,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-04-30,27616,23604,331513,1010,session,pdp,eraspace,0.03657300115874855,328.23069306930694,4,2,18,2,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-05-01,31891,26964,325192,743,session,pdp,eraspace,0.023298109184409395,437.6742934051144,5,2,18,3,0,1
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-05-02,25880,23974,260285,523,session,pdp,eraspace,0.020208655332302938,497.67686424474186,5,2,18,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-05-03,21726,20374,242731,509,session,pdp,eraspace,0.02342815060296419,476.8781925343811,5,2,18,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-05-04,26277,25316,270881,633,session,pdp,eraspace,0.02408950793469574,427.93206951026855,5,2,18,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-asus-rog-phone-6/apr25/pdp/interest,2025-05-05,28454,27289,297006,472,session,pdp,eraspace,0.016588177409151614,629.25,5,2,19,0,0,1
0437/myeraspace-ads/ig-story-session/conversion/mantra-samsung-galaxy-s-series/apr25/ca,2025-05-02,16328,15076,70971,245,session,plp,samsung,0.015004899559039686,289.67755102040815,5,2,18,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-samsung-galaxy-s-series/apr25/ca,2025-05-03,9559,8005,88308,283,session,plp,samsung,0.02960560728109635,312.0424028268551,5,2,18,5,1,0
0437/myeraspace-ads/ig-story-session/conversion/mantra-samsung-galaxy-s-series/apr25/ca,2025-05-04,6413,5628,61841,184,session,plp,samsung,0.028691719943864026,336.0923913043478,5,2,18,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-03-28,9941,8446,145103,156,session,lp,eraspace,0.015692586258927672,930.1474358974359,3,1,13,4,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-03-29,27229,20951,389295,577,session,lp,eraspace,0.02119064232986889,674.688041594454,3,1,13,5,1,1
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-03-30,28706,23502,365892,505,session,lp,eraspace,0.017592141015815507,724.5386138613861,3,1,13,6,1,0
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-03-31,36378,29992,385552,494,session,lp,eraspace,0.013579636043762713,780.4696356275304,3,1,14,0,0,1
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-04-01,34475,28624,381436,550,session,lp,eraspace,0.01595358955765047,693.52,4,2,14,1,0,1
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-04-02,37679,30713,358834,555,session,lp,eraspace,0.014729690278404416,646.5477477477477,4,2,14,2,0,0
0437/myeraspace-ads/ig-story-session/conversion/mantra/mar25/lp,2025-04-03,36141,29089,355822,510,session,lp,eraspace,0.014111397028305802,697.6901960784314,4,2,14,3,0,0
