ad_set,day,impressions,reach,spend,clicks,funnel,cta,brand,CTR,CPC,month,quarter,week,day_of_week,is_weekend,holiday
""" 0629/ibox-ads/meta-session/conversion/promo-ramadan/mar25/pdp""",2025-03-08,1119,1052,10023,27,session,pdp,ibox,0.024128686327077747,371.22222222222223,3,1,10,5,1,0
""" 0629/ibox-ads/meta-session/conversion/promo-ramadan/mar25/pdp""",2025-03-09,3283,2731,30201,72,session,pdp,ibox,0.02193116052391106,419.4583333333333,3,1,10,6,1,0
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-25,421779,307940,2648104,3953,conversion,homepage,erafone,0.009372206771792811,669.8972931950417,1,1,4,5,1,0
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-26,600447,382888,4123204,4301,conversion,homepage,erafone,0.0071629969006423546,958.6617065798652,1,1,4,6,1,0
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-27,1516347,1108866,4148657,6292,conversion,homepage,erafone,0.0041494460041138345,659.3542593769866,1,1,5,0,0,1
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-28,1695341,1185173,4791812,6558,conversion,homepage,erafone,0.0038682483347008065,730.6819152180543,1,1,5,1,0,0
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-29,1666454,1165471,4862908,6048,conversion,homepage,erafone,0.0036292630939707905,804.0522486772487,1,1,5,2,0,1
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-30,1461753,993676,4551316,5061,conversion,homepage,erafone,0.003462281247242181,899.2918395573997,1,1,5,3,0,0
0092/erafone-ads/meta-conversions/image/conversion/generic campaign katalog/jan25/multibrand/core/homepage,2025-01-31,1406590,981882,4056878,4886,conversion,homepage,erafone,0.003473649037743763,830.3065902578796,1,1,5,4,0,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-24,179226,145223,1395110,2926,session,pdp,erafone,0.016325756307678574,476.7976760082023,1,1,4,4,0,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-25,250941,191874,1713420,2750,session,pdp,erafone,0.010958751260256396,623.0618181818181,1,1,4,5,1,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-26,282133,217658,1734223,2617,session,pdp,erafone,0.009275767102749412,662.6759648452427,1,1,4,6,1,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-27,314197,254273,1722833,2642,session,pdp,erafone,0.008408737193544178,652.0942467827404,1,1,5,0,0,1
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-28,313804,250948,1503701,2350,session,pdp,erafone,0.007488750940077246,639.8727659574469,1,1,5,1,0,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-29,303214,241584,1428111,2235,session,pdp,erafone,0.0073710316805952235,638.9758389261744,1,1,5,2,0,1
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-30,346094,277911,1550598,2399,session,pdp,erafone,0.0069316428484746916,646.3518132555231,1,1,5,3,0,0
0092/erafone-ads/meta-sessions/image/conversions//jan25/multibrand/core/pdp,2025-01-31,317200,262745,1390952,2153,session,pdp,erafone,0.006787515762925599,646.052949372968,1,1,5,4,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-16,153115,129618,1089777,1696,session,pdp,erafone,0.011076641739868727,642.5571933962265,1,1,3,3,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-17,221551,177406,1877546,2506,session,pdp,erafone,0.011311165375015234,749.2202713487629,1,1,3,4,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-18,240261,202095,1866699,2217,session,pdp,erafone,0.00922746513166931,841.9932341001353,1,1,3,5,1,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-19,289504,243586,1930014,2227,session,pdp,erafone,0.007692467116171106,866.6430175123485,1,1,3,6,1,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-20,307490,258821,1854829,1959,session,pdp,erafone,0.006370938892321701,946.8244002041858,1,1,4,0,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-21,318834,261378,1961642,1976,session,pdp,erafone,0.006197582441019465,992.7338056680162,1,1,4,1,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-22,358588,285242,1919221,1966,session,pdp,erafone,0.00548261514607293,976.206002034588,1,1,4,2,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-23,415124,318392,1920090,1959,session,pdp,erafone,0.004719071891772097,980.1378254211332,1,1,4,3,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-24,116658,102279,528802,532,session,pdp,erafone,0.0045603387680227675,993.9887218045113,1,1,4,4,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-25,7287,6732,48219,83,session,pdp,erafone,0.011390146836832716,580.9518072289156,1,1,4,5,1,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-26,30486,27881,239384,372,session,pdp,erafone,0.012202322377484746,643.505376344086,1,1,4,6,1,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-27,29058,26395,209373,273,session,pdp,erafone,0.009395003097253768,766.934065934066,1,1,5,0,0,1
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-28,47584,43111,361327,467,session,pdp,erafone,0.009814223268325487,773.7194860813704,1,1,5,1,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-29,57610,51118,437075,514,session,pdp,erafone,0.008922062141989238,850.34046692607,1,1,5,2,0,1
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-30,36638,32324,250870,322,session,pdp,erafone,0.008788689338937715,779.0993788819876,1,1,5,3,0,0
0092/erafone-ads/meta-sessions/image/conversions/erafone smart tv/jan25/multibrand/core/pdp,2025-01-31,34903,30853,249061,362,session,pdp,erafone,0.01037160129501762,688.0138121546961,1,1,5,4,0,0
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-24,95646,91793,480668,81,engagement,pdp,erafone,0.0008468728436108149,5934.172839506173,1,1,4,4,0,0
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-25,122395,118544,631920,85,engagement,pdp,erafone,0.0006944728134319212,7434.35294117647,1,1,4,5,1,0
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-26,129079,124911,653406,114,engagement,pdp,erafone,0.0008831800680203596,5731.631578947368,1,1,4,6,1,0
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-27,131165,128174,656547,113,engagement,pdp,erafone,0.0008615103114397895,5810.150442477876,1,1,5,0,0,1
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-28,131294,128284,631854,109,engagement,pdp,erafone,0.0008301978765213947,5796.825688073394,1,1,5,1,0,0
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-29,142638,137068,625736,122,engagement,pdp,erafone,0.0008553120486826792,5128.983606557377,1,1,5,2,0,1
0093/erafone/meta-engagement/image/engagement/erafone boost content jan/jan25/multibrand/broad audience/pdp/,2025-01-30,74433,72294,343213,60,engagement,pdp,erafone,0.0008060940711781065,5720.216666666666,1,1,5,3,0,0
0094/erafone/igfb-clicks/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-23,50346,45828,164050,284,engagement,pdp,erafone,0.005640964525483653,577.6408450704225,1,1,4,3,0,0
0094/erafone/igfb-clicks/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-24,415353,324235,1129719,2124,engagement,pdp,erafone,0.005113722544438104,531.882768361582,1,1,4,4,0,0
0094/erafone/igfb-clicks/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-25,470937,388375,1230678,2176,engagement,pdp,erafone,0.004620575575926292,565.5689338235294,1,1,4,5,1,0
0094/erafone/igfb-clicks/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-26,433320,331804,1245120,2152,engagement,pdp,erafone,0.004966306655589402,578.5873605947955,1,1,4,6,1,0
0094/erafone/igfb-clicks/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-27,424399,322354,1094246,2159,engagement,pdp,erafone,0.005087193890654785,506.8300138953219,1,1,5,0,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-22,433671,420007,401336,203,awareness,pdp,erafone,0.0004680967830452117,1977.0246305418718,1,1,4,2,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-23,630763,612714,601795,282,awareness,pdp,erafone,0.00044707758698592025,2134.0248226950353,1,1,4,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-24,601012,570618,593548,410,awareness,pdp,erafone,0.0006821827184814945,1447.6780487804879,1,1,4,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-25,371064,355681,386235,240,awareness,pdp,erafone,0.0006467886941336266,1609.3125,1,1,4,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-26,358164,343549,362737,261,awareness,pdp,erafone,0.0007287164539149663,1389.7969348659003,1,1,4,6,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-27,337367,327440,319178,249,awareness,pdp,erafone,0.0007380686314903354,1281.8393574297188,1,1,5,0,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-28,309490,302206,292418,256,awareness,pdp,erafone,0.0008271672751946751,1142.2578125,1,1,5,1,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-29,385737,375977,342826,368,awareness,pdp,erafone,0.0009540178930203739,931.5923913043479,1,1,5,2,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-30,529562,494139,458947,549,awareness,pdp,erafone,0.0010367058059301839,835.9690346083788,1,1,5,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-01-31,670090,623795,586919,739,awareness,pdp,erafone,0.0011028369323523705,794.2070365358593,1,1,5,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-02-01,821473,772342,600872,958,awareness,pdp,erafone,0.0011661977934758659,627.2150313152401,2,1,5,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/broad/pdp/,2025-02-02,635833,606007,435845,765,awareness,pdp,erafone,0.0012031461091198475,569.7320261437909,2,1,5,6,1,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-22,342475,332859,317695,139,awareness,pdp,erafone,0.0004058690415358785,2285.5755395683454,1,1,4,2,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-23,477638,461878,454168,148,awareness,pdp,erafone,0.0003098580933677806,3068.7027027027025,1,1,4,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-24,386986,380133,379824,208,awareness,pdp,erafone,0.000537487144237776,1826.076923076923,1,1,4,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-25,301860,291260,311874,178,awareness,pdp,erafone,0.0005896773338633803,1752.1011235955057,1,1,4,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-26,289750,280288,292476,190,awareness,pdp,erafone,0.0006557377049180328,1539.3473684210526,1,1,4,6,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-27,315826,302869,297487,181,awareness,pdp,erafone,0.0005731003780562715,1643.5745856353592,1,1,5,0,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-28,316834,305116,298809,194,awareness,pdp,erafone,0.0006123080224975855,1540.2525773195875,1,1,5,1,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-29,384648,367648,342312,285,awareness,pdp,erafone,0.0007409371685281088,1201.0947368421052,1,1,5,2,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-30,401148,385916,348464,393,awareness,pdp,erafone,0.0009796882945945138,886.6768447837151,1,1,5,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-01-31,384475,361656,337760,356,awareness,pdp,erafone,0.0009259379673580857,948.7640449438202,1,1,5,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-02-01,443698,428080,321044,417,awareness,pdp,erafone,0.0009398284418681175,769.8896882494005,2,1,5,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities/pdp/,2025-02-02,406206,392423,276770,353,awareness,pdp,erafone,0.0008690171981703865,784.0509915014164,2,1,5,6,1,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-22,144100,140023,140170,94,awareness,pdp,erafone,0.0006523247744621791,1491.1702127659576,1,1,4,2,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-23,275682,270294,261721,81,awareness,pdp,erafone,0.0002938167889089603,3231.1234567901233,1,1,4,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-24,421953,412264,416147,180,awareness,pdp,erafone,0.0004265877953231758,2311.927777777778,1,1,4,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-25,719456,698437,731442,238,awareness,pdp,erafone,0.0003308054974869902,3073.285714285714,1,1,4,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-26,749582,720330,756330,368,awareness,pdp,erafone,0.0004909402840516448,2055.2445652173915,1,1,4,6,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-27,868281,839557,816491,527,awareness,pdp,erafone,0.0006069463687446805,1549.3187855787476,1,1,5,0,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-28,863367,850231,812818,504,awareness,pdp,erafone,0.0005837610193579324,1612.734126984127,1,1,5,1,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-29,799486,777179,712579,666,awareness,pdp,erafone,0.0008330352251321474,1069.9384384384384,1,1,5,2,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-30,663945,624192,573324,702,awareness,pdp,erafone,0.0010573164945891602,816.7008547008547,1,1,5,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-01-31,510691,497329,445550,642,awareness,pdp,erafone,0.0012571202547137115,694.0031152647975,1,1,5,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-02-01,543913,508690,393183,608,awareness,pdp,erafone,0.0011178258287630558,646.6825657894736,2,1,5,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/cities2/pdp/,2025-02-02,167088,159585,118323,206,awareness,pdp,erafone,0.0012328832710906828,574.3834951456311,2,1,5,6,1,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-19,846389,814784,842345,246,awareness,pdp,erafone,0.0002906464994228422,3424.1666666666665,1,1,3,6,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-20,1162983,1141371,1320831,411,awareness,pdp,erafone,0.0003534015544509249,3213.700729927007,1,1,4,0,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-21,1062624,1037316,1329430,388,awareness,pdp,erafone,0.0003651338573192399,3426.365979381443,1,1,4,1,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-22,194896,188012,271380,103,awareness,pdp,erafone,0.0005284869879320252,2634.757281553398,1,1,4,2,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-24,22732,21956,21852,26,awareness,pdp,erafone,0.0011437620974837233,840.4615384615385,1,1,4,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-25,22310,21689,22978,21,awareness,pdp,erafone,0.000941281936351412,1094.1904761904761,1,1,4,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-26,16681,16382,16658,22,awareness,pdp,erafone,0.0013188657754331274,757.1818181818181,1,1,4,6,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-27,14679,14240,13845,21,awareness,pdp,erafone,0.001430615164520744,659.2857142857143,1,1,5,0,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-28,15893,15485,15064,21,awareness,pdp,erafone,0.0013213364374252815,717.3333333333334,1,1,5,1,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-29,16435,15982,14675,21,awareness,pdp,erafone,0.0012777608761788866,698.8095238095239,1,1,5,2,0,1
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-30,14301,13979,12479,20,awareness,pdp,erafone,0.001398503601146773,623.95,1,1,5,3,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-01-31,13044,12523,11447,23,awareness,pdp,erafone,0.0017632628028212206,497.69565217391306,1,1,5,4,0,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-02-01,13400,13118,9859,19,awareness,pdp,erafone,0.001417910447761194,518.8947368421053,2,1,5,5,1,0
0094/erafone/igfb-reach/image/awareness/erafone cny/jan25/multibrand/geotrageting/pik/pdp/,2025-02-02,18826,18558,12982,18,awareness,pdp,erafone,0.0009561245086582386,721.2222222222222,2,1,5,6,1,1
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon bekasi/lp,2025-01-31,919888,853196,1580757,481,awareness,lp,samsung,0.0005228897430991599,3286.3970893970895,1,1,5,4,0,0
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon bekasi/lp,2025-02-01,1041857,956764,1663921,718,awareness,lp,samsung,0.0006891540777669104,2317.438718662953,2,1,5,5,1,0
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon bekasi/lp,2025-02-02,890894,817952,1619135,685,awareness,lp,samsung,0.0007688905750852515,2363.700729927007,2,1,5,6,1,1
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon city mall 3/lp,2025-01-31,956149,876505,1563200,471,awareness,lp,samsung,0.0004926010485813404,3318.895966029724,1,1,5,4,0,0
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon city mall 3/lp,2025-02-01,1131272,1045207,1672282,711,awareness,lp,samsung,0.0006284960646069204,2352.0140646976092,2,1,5,5,1,0
0095/samsung by erafone/igfb-reach/image/conversion/go-nasa/jan25/multibrand/pakuwon city mall 3/lp,2025-02-02,933693,862059,1628331,682,awareness,lp,samsung,0.0007304328082142631,2387.58211143695,2,1,5,6,1,1
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-01-31,145051,116644,344437,700,engagement,lp,erafone,0.0048258888253097185,492.05285714285714,1,1,5,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-01,207065,153890,411819,929,engagement,lp,erafone,0.004486513896602516,443.29278794402586,2,1,5,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-02,208436,153772,378096,865,engagement,lp,erafone,0.004149954902224184,437.1052023121387,2,1,5,6,1,1
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-03,224921,160587,406426,853,engagement,lp,erafone,0.003792442679874267,476.46658851113716,2,1,6,0,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-04,235797,171405,410455,915,engagement,lp,erafone,0.0038804564943574348,448.58469945355193,2,1,6,1,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-05,212830,152204,397109,943,engagement,lp,erafone,0.004430766339331861,421.11240721102865,2,1,6,2,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-06,98452,65305,305413,534,engagement,lp,erafone,0.005423962946410434,571.9344569288389,2,1,6,3,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-07,100446,61510,432339,653,engagement,lp,erafone,0.00650100551540131,662.0811638591118,2,1,6,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-08,164761,120043,420028,905,engagement,lp,erafone,0.005492804729274525,464.1193370165746,2,1,6,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/bukit dago bogor/lp,2025-02-09,180744,131381,384929,786,engagement,lp,erafone,0.004348692072765901,489.7315521628499,2,1,6,6,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-01-31,82310,39724,341783,305,engagement,lp,erafone,0.0037055035840116634,1120.6,1,1,5,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-01,100641,46816,413578,383,engagement,lp,erafone,0.0038056060651225645,1079.8381201044385,2,1,5,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-02,95739,44044,387242,392,engagement,lp,erafone,0.004094465160488411,987.8622448979592,2,1,5,6,1,1
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-03,103429,48857,413762,362,engagement,lp,erafone,0.0034999854972976633,1142.988950276243,2,1,6,0,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-04,99481,45814,406384,391,engagement,lp,erafone,0.003930398769614298,1039.3452685421994,2,1,6,1,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-05,94435,45444,400698,411,engagement,lp,erafone,0.00435219992587494,974.9343065693431,2,1,6,2,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-06,93784,43766,390465,380,engagement,lp,erafone,0.004051863857374392,1027.5394736842106,2,1,6,3,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-07,89249,42699,396519,369,engagement,lp,erafone,0.00413450010644377,1074.5772357723577,2,1,6,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-08,85616,40487,382586,371,engagement,lp,erafone,0.004333302186507195,1031.2291105121294,2,1,6,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/ciawi tasik malaya/lp,2025-02-09,82987,38955,358034,344,engagement,lp,erafone,0.0041452275657633125,1040.796511627907,2,1,6,6,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-01-31,201869,150811,648156,867,engagement,lp,erafone,0.004294864491328535,747.5847750865051,1,1,5,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-01,246896,176107,833990,1140,engagement,lp,erafone,0.004617328753807271,731.5701754385965,2,1,5,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-02,244798,178123,767986,1051,engagement,lp,erafone,0.0042933357298670745,730.7193149381542,2,1,5,6,1,1
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-03,274874,213959,822757,1123,engagement,lp,erafone,0.004085508269243363,732.6420302760463,2,1,6,0,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-04,291512,216265,825590,1113,engagement,lp,erafone,0.0038180246439254643,741.7699910152741,2,1,6,1,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-05,268344,197862,790209,1053,engagement,lp,erafone,0.0039240676147035145,750.4358974358975,2,1,6,2,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-06,270595,194082,807960,1153,engagement,lp,erafone,0.0042609804320109385,700.745880312229,2,1,6,3,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-07,237651,175768,796724,1172,engagement,lp,erafone,0.004931601381858271,679.7986348122867,2,1,6,4,0,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-08,234073,173256,783342,1083,engagement,lp,erafone,0.004626761736723159,723.3074792243767,2,1,6,5,1,0
0096/erafone/igfb-click/image/conversion/go-erafone/jan25/multibrand/galaxy mall/lp,2025-02-09,228801,174055,705387,988,engagement,lp,erafone,0.004318162945092023,713.9544534412955,2,1,6,6,1,0
